#TYPE Selected.Microsoft.ActiveDirectory.Management.ADComputer,,
name,userx,OperatingSystemVersion
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 8.1 Pro,6.3 (9600)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
"COMPUTERX
CNF:accff42a-fd59-4181-812d-4806ee9a04bb",Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
"COMPUTERX
CNF:a6506908-772a-42d3-8d83-3bafd11bfd2a",Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
"COMPUTERX
CNF:7b50bca0-e019-4e2d-aee8-8d6f82fd5c12",Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
"COMPUTERX
CNF:f7686fae-eebc-47a5-8ba3-1c6916cb2937",Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18362)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 10 Pro,10.0 (18363)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 10 Pro,10.0 (17134)
COMPUTERX,Windows 7 Enterprise,6.1 (7601)
COMPUTERX,Windows 7 Enterprise,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Professional,6.1 (7601)
COMPUTERX,Windows 7 Enterprise,6.1 (7601)
COMPUTERX,Windows 10 Pro,10.0 (17133)
COMPUTERX,Windows 10 Pro,10.0 (17134)
